4,10,10
1,1,1,7,10,10,10
1,1,1,7,10,10,10
1,1,1,7,10,10,10
1,1,1,7,10,10,10
1,1,1,7,10,10,10
1,1,1,7,10,10,10
1,1,1,7,10,10,10
1,1,1,7,10,10,10
1,1,1,7,10,10,10
1,1,1,7,10,10,10
1,1,1,7,10,10,10
1,1,1,7,10,10,10
1,1,1,7,10,10,10
1,1,1,7,10,10,10
1,1,1,7,10,10,10
1,1,1,7,10,10,10
1,1,1,7,10,10,10
1,1,1,7,10,10,10
1,1,1,7,10,10,10
1,1,1,7,10,10,10
1,1,1,7,10,10,10
1,1,1,7,10,10,10
1,1,1,7,10,10,10
1,1,1,7,10,10,10
1,1,1,8,9,10,10
1,1,1,8,9,10,10
1,1,2,6,10,10,10
1,1,2,6,10,10,10
1,1,2,6,10,10,10
1,1,2,6,10,10,10
1,1,2,6,10,10,10
1,1,2,7,9,10,10
2,2,2,7,9,9,9
2,2,2,7,9,9,9
2,2,2,7,9,9,9
2,2,2,7,9,9,9
2,2,2,7,9,9,9
2,2,2,7,9,9,9
2,2,2,7,9,9,9
2,2,2,7,9,9,9
2,2,2,7,9,9,9
2,2,2,7,9,9,9
2,2,2,7,9,9,9
2,2,2,7,9,9,9
2,2,2,7,9,9,9
2,2,2,7,9,9,9
2,2,2,7,9,9,9
2,2,2,7,9,9,9
2,2,2,7,9,9,9
2,2,2,7,9,9,9
2,2,2,7,9,9,9
2,2,2,7,9,9,9
2,2,2,7,9,9,9
2,2,2,7,9,9,9
2,2,2,7,9,9,9
2,2,2,7,9,9,9
2,2,3,6,9,9,9
2,2,3,6,9,9,9
2,2,3,6,9,9,9
2,2,3,6,9,9,9
2,2,3,6,9,9,9
2,2,3,6,9,9,9
2,2,3,6,9,9,9
2,2,3,6,9,9,9
3,3,3,5,8,9,9
3,3,3,5,8,9,9
3,3,3,5,8,9,9
3,3,3,5,8,9,9
3,3,3,6,8,8,9
3,3,3,6,8,8,9
3,3,3,6,8,8,9
3,3,3,7,8,8,8
3,3,3,7,8,8,8
3,3,3,7,8,8,8
3,3,3,7,8,8,8
3,3,3,7,8,8,8
3,3,3,7,8,8,8
3,3,3,7,8,8,8
3,3,3,7,8,8,8
3,3,3,7,8,8,8
3,3,3,7,8,8,8
3,3,3,7,8,8,8
3,3,3,7,8,8,8
3,3,3,7,8,8,8
3,3,3,7,8,8,8
3,3,3,7,8,8,8
3,3,3,7,8,8,8
3,3,3,7,8,8,8
3,3,4,6,8,8,8
3,3,4,6,8,8,8
3,3,4,6,8,8,8
3,3,4,6,8,8,8
4,4,4,6,7,7,8
4,4,4,6,7,7,8
4,4,4,6,7,7,8
4,4,4,6,7,7,8
4,4,4,6,7,7,8
4,4,4,7,7,7,7
4,4,4,7,7,7,7
4,4,4,7,7,7,7
4,4,4,7,7,7,7
4,4,4,7,7,7,7
4,4,4,7,7,7,7
4,4,4,7,7,7,7
4,4,5,6,7,7,7
4,4,5,6,7,7,7
4,4,5,6,7,7,7
4,4,5,6,7,7,7
4,4,6,6,6,7,7
4,4,6,6,6,7,7
4,6,6,6,6,6,6
4,6,6,6,6,6,6
4,6,6,6,6,6,6
5,5,6,6,6,6,6
5,5,6,6,6,6,6
1,1,4,6,7,7,7,7
1,4,4,5,5,6,7,8
1,4,4,5,5,6,7,8
1,4,5,5,5,6,6,8
3,3,3,3,3,7,9,9
3,3,3,3,4,8,8,8
3,3,4,4,4,6,8,8
4,4,4,4,4,4,8,8
4,4,4,4,6,6,6,6
4,4,4,4,6,6,6,6
4,4,4,5,5,5,5,8
4,4,4,5,5,5,6,7
4,4,4,5,5,5,6,7
4,4,4,5,5,5,6,7
4,4,5,5,5,5,5,7
4,4,5,5,5,5,6,6
4,4,5,5,5,5,6,6
4,4,5,5,5,5,6,6
5,5,5,5,5,5,5,5
5,5,5,5,5,5,5,5
5,5,5,5,5,5,5,5
5,5,5,5,5,5,5,5
5,5,5,5,5,5,5,5
5,5,5,5,5,5,5,5
